@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1529,'2024/02/29 01:21:37:018',19,322.262817,127.537735,332.625488,116.746155,312.713806,120.371246,355.163208,121.512596,0,0,352.490601,168.572906,350.566345,171.762253,356.291504,254.786057,364.194183,247.768021,341.644287,340.390259,0,0,339.806946,324.2258,359.586639,317.80838,345.456726,431.380737,351.506073,422.43457,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1530,'2024/02/29 01:21:37:040',19,322.068207,127.6884,332.614868,116.876053,312.803436,120.60968,355.219147,121.730743,0,0,352.580444,168.619934,350.725525,171.903107,356.437408,254.703003,361.376099,247.822922,341.590027,340.479767,0,0,339.89801,324.044189,359.844055,317.407837,345.37146,430.974243,351.192596,421.90564,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1531,'2024/02/29 01:21:37:081',19,322.035583,127.822891,332.638092,117.000961,312.710938,120.488434,355.283264,121.681198,0,0,352.500763,168.723618,350.767456,171.988739,356.355255,254.266525,364.891296,247.450302,341.729919,340.075867,0,0,339.959442,324.375244,359.687744,317.860779,345.465759,431.19101,351.145386,422.416046,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1532,'2024/02/29 01:21:37:098',19,322.254059,127.697411,332.615692,116.873184,312.70636,120.376022,355.265839,121.359703,0,0,352.572601,168.525208,350.599396,171.836411,356.429688,254.419159,362.993286,246.973175,341.725952,339.970886,0,0,340.19696,323.945984,359.640625,317.302704,345.371063,430.516083,351.716156,421.862244,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1533,'2024/02/29 01:21:37:139',19,322.301483,127.591034,332.657745,116.89859,312.720825,120.277802,355.349243,121.48101,0,0,352.536926,168.580231,350.413452,171.913208,356.394104,254.175995,362.192535,246.696228,341.81366,339.829468,0,0,340.526794,324.191711,358.991364,317.170441,345.753052,431.75824,351.219849,427.187866,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1534,'2024/02/29 01:21:37:168',19,322.289185,127.629173,332.624481,116.920395,312.72168,120.436363,355.264832,121.42659,0,0,352.583923,168.450653,347.121033,171.556839,356.451263,254.264084,362.692078,246.647446,341.748993,340.057709,0,0,340.227112,323.861359,359.082062,317.069885,345.939697,432.467651,351.360199,427.090668,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1535,'2024/02/29 01:21:37:203',19,322.261047,127.775314,332.619049,117.034607,312.825684,120.719719,355.318054,121.475204,0,0,352.538391,168.516479,350.896027,171.925446,356.651459,254.401962,363.667328,247.229034,341.652069,340.542755,0,0,339.903595,323.878876,359.438293,317.109741,345.612549,431.674561,351.269684,422.565552,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1536,'2024/02/29 01:21:37:232',19,322.276855,127.797432,332.637024,117.000359,312.823975,120.794052,355.825928,121.568497,0,0,352.634216,168.65564,350.75589,171.977982,356.648285,254.489731,361.344666,247.833572,341.662567,340.513916,0,0,340.161438,324.368561,359.225433,317.149445,345.914886,431.252625,351.289246,422.247162,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1537,'2024/02/29 01:21:37:273',19,322.126923,127.899689,332.701874,117.24678,312.8797,120.686707,355.647217,121.81987,0,0,352.518311,168.480316,350.863312,171.156296,356.803619,253.734451,363.952759,245.855392,341.773193,340.546387,0,0,339.763,324.16217,359.572571,317.463867,346.058472,431.5961,350.98175,423.552643,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1538,'2024/02/29 01:21:37:302',19,322.088257,127.829475,332.664612,117.097977,312.85733,120.653625,355.418976,121.559486,0,0,352.228821,168.563721,351.152496,171.193283,356.715637,254.105072,364.165924,245.864777,341.701202,340.79248,0,0,339.693542,324.133514,359.911041,317.114105,345.88324,431.142395,351.766785,422.680481,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1539,'2024/02/29 01:21:37:336',19,322.15094,128.124847,332.950409,117.418381,312.887939,120.788208,355.279297,121.481064,0,0,352.402191,168.668854,350.329132,170.930161,356.801392,254.285797,364.450195,245.825638,341.84613,340.471375,0,0,339.95752,324.097717,359.714905,317.488342,345.611816,431.16452,351.21698,422.113586,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1540,'2024/02/29 01:21:37:366',19,322.145996,128.016235,332.746033,117.397903,312.922729,120.8741,355.703552,121.843475,0,0,352.421295,168.669342,351.158691,171.905106,357.092926,254.247559,364.210144,246.734879,341.882813,340.455383,0,0,340.161163,325.028595,359.906738,317.777618,345.54837,432.121124,351.183472,423.511536,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1541,'2024/02/29 01:21:37:406',19,322.156067,128.045593,332.733948,117.438156,312.92041,120.914925,355.686218,122.087433,0,0,352.605011,168.688919,351.469269,172.400085,357.093323,253.558334,362.183289,247.305222,341.846802,340.042603,0,0,340.133179,324.674072,360.2388,317.984558,345.734253,431.03598,351.472717,423.281342,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1542,'2024/02/29 01:21:37:447',19,322.087158,128.057159,332.702942,117.034775,312.868622,120.763031,356.365082,121.906296,0,0,352.68396,168.724701,351.778931,172.054474,357.263458,253.77182,361.088104,245.828339,341.768555,340.675812,0,0,340.013123,324.470032,360.390289,317.352234,345.893616,430.573456,352.600098,422.09256,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1543,'2024/02/29 01:21:37:476',19,322.09082,127.84584,332.640381,117.020905,312.922394,120.7071,356.727875,121.942322,0,0,352.537476,168.712753,352.628632,171.417297,356.91687,254.117493,362.389832,246.03006,341.767456,340.875397,0,0,340.187378,324.039185,360.190491,312.943817,346.534546,430.134033,353.554657,421.948578,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1544,'2024/02/29 01:21:37:506',19,322.095703,127.826698,332.649353,117.098755,312.906647,120.903687,356.932007,121.89328,0,0,352.555481,168.749802,352.044983,171.368408,357.10968,254.39624,362.279053,246.058136,341.853333,341.003418,0,0,340.255371,319.716553,359.790619,312.573517,346.39856,430.727692,353.93985,422.407623,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1545,'2024/02/29 01:21:37:545',19,322.062012,128.038132,332.667389,117.270584,312.926941,121.01091,356.922455,121.878777,0,0,352.699707,168.865982,352.193909,171.482391,357.171631,253.781372,0,0,341.883392,340.881622,0,0,340.141968,324.276428,359.746033,313.363983,346.300354,430.80069,352.89679,422.565308,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1546,'2024/02/29 01:21:37:575',19,322.127686,128.037354,332.763702,117.31662,313.001068,121.01506,357.218445,121.780128,0,0,352.70813,168.835663,352.229309,171.187714,357.17807,253.693802,0,0,341.975891,341.075287,0,0,340.13504,319.445221,359.540833,312.435577,346.324463,431.178162,353.125336,422.344604,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1547,'2024/02/29 01:21:37:610',19,322.152374,128.156143,332.796387,117.505646,313.038269,121.106186,357.194794,121.522148,0,0,352.844727,169.139954,352.197571,171.596176,357.454224,253.807785,0,0,341.980865,340.911652,0,0,339.579407,324.494263,360.433655,317.022186,346.508423,432.24942,353.193939,422.814545,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1548,'2024/02/29 01:21:37:638',19,322.208313,128.109222,332.82666,117.555,313.039124,121.084213,357.443817,121.674332,0,0,352.828064,169.257538,352.531586,171.230042,357.441376,254.512344,0,0,342.017792,340.667847,0,0,339.803802,323.963074,359.712524,312.931793,346.603577,432.759949,352.71405,422.726227,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1549,'2024/02/29 01:21:37:679',19,322.13623,128.350128,332.836243,117.848053,313.063354,121.194305,357.666992,121.675583,0,0,353.111328,169.467606,353.244629,171.060333,357.421722,254.488541,0,0,341.967285,340.575806,0,0,339.72345,324.037384,360.011261,312.63446,346.772156,432.030243,352.93103,427.009155,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1550,'2024/02/29 01:21:37:702',19,322.169678,128.380798,333.059235,118.116158,313.143188,121.223404,358.367889,121.793457,0,0,353.171509,169.522247,353.084229,170.705902,357.290894,254.65448,0,0,342.075806,340.654205,0,0,339.348938,323.759735,359.964264,312.597565,347.090912,431.812042,352.922668,422.709839,0,0,0,0,0.514417,0.959808,0.163907,0.341176,0.869868,0.872941
1551,'2024/02/29 01:21:47:553',20,361.498566,143.578094,372.29303,135.809845,351.45874,136.225632,383.23819,139.658951,334.468414,140.074997,391.88092,181.945724,325.174835,183.498825,399.096832,191.755051,322.578796,195.275665,376.521667,172.179428,343.342255,171.534866,385.213593,324.635925,327.10437,324.930359,372.978546,433.290466,336.88797,430.289368,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1552,'2024/02/29 01:21:47:588',20,361.379242,143.554779,372.266083,135.849777,351.417969,135.945541,383.483246,138.805725,333.595093,139.442261,391.819946,180.098587,324.947571,183.107178,399.002319,192.024704,322.676239,194.972656,375.633575,171.537491,343.491699,171.33757,385.083862,324.471649,326.959869,324.878784,372.998627,433.238159,336.842102,430.496643,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1553,'2024/02/29 01:21:47:623',20,361.447174,143.759369,372.284912,135.922058,351.416016,136.241394,383.072021,139.441513,333.473633,139.387329,391.942383,181.786591,325.023804,184.023575,398.729736,191.365814,322.908325,193.861969,375.125458,173.012558,343.098694,171.368271,385.068085,324.587616,326.909973,325.19635,373.065186,433.249847,336.610443,430.584137,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1554,'2024/02/29 01:21:47:652',20,361.251465,143.769547,372.293518,135.981415,351.341888,135.926117,383.185608,139.274826,333.816528,138.716003,392.253967,180.439392,324.876404,183.684677,398.908539,191.690689,323.767242,193.919815,376.437073,173.556061,343.44989,171.181152,385.268707,324.717957,326.812408,325.187927,373.054047,433.017761,336.370422,430.663177,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1555,'2024/02/29 01:21:47:681',20,361.463593,143.62619,372.291931,135.785645,351.32785,135.891205,383.495911,138.795197,333.88678,138.972931,392.180481,181.578705,324.910553,183.427277,398.686768,191.678009,323.482056,194.418579,376.422272,172.713654,343.285187,171.815811,385.196594,324.753204,326.732025,325.215332,373.033325,433.009064,335.938904,431.004547,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1556,'2024/02/29 01:21:47:704',20,361.502838,143.718933,372.30542,135.805038,351.286499,136.012344,383.483337,138.687546,333.975189,138.769348,392.506592,180.045776,324.866089,183.378845,398.577423,191.646881,323.352295,194.319046,376.508148,172.020386,343.353149,171.397247,385.172791,324.897064,326.696808,325.339722,373.193329,433.068542,336.207642,431.130951,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1557,'2024/02/29 01:21:47:751',20,361.601013,143.636749,372.326904,135.727509,351.408508,136.106735,383.529083,138.728424,334.077942,139.25174,392.551208,179.803909,324.712189,182.806213,398.474304,191.116455,324.099731,194.046021,375.473785,171.970856,343.382599,171.33522,385.08905,324.944427,326.842316,325.567505,373.485229,435.35498,336.494141,432.217468,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1558,'2024/02/29 01:21:47:785',20,361.686768,143.533661,372.279327,135.526367,351.360107,136.097977,383.725006,138.841751,333.95459,139.643692,392.149048,181.368652,324.708801,183.375778,398.397949,190.855179,324.386169,194.024628,374.829407,171.11055,342.687195,170.988464,384.893646,325.218353,326.73645,325.443451,373.477203,435.49704,336.65332,432.660095,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1559,'2024/02/29 01:21:47:815',20,361.67511,143.346863,372.288147,135.550293,351.414063,135.994385,383.754425,138.763672,334.31369,139.74942,392.878265,179.96344,324.893188,183.026337,398.229706,190.952454,323.419037,194.180923,374.333313,170.749084,343.168671,170.915161,384.838684,324.838318,326.634521,325.268097,373.533142,435.712799,336.764954,432.756744,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1560,'2024/02/29 01:21:47:849',20,361.956818,143.557724,372.315918,135.614059,351.458557,136.165634,383.718109,138.724762,334.198242,140.395203,392.536133,180.092346,324.848572,183.179596,398.332397,190.564392,324.056244,194.190216,374.110901,170.448792,343.555603,171.040817,384.077789,325.331726,326.500519,325.785736,373.22998,436.194305,337.233459,433.116119,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1561,'2024/02/29 01:21:47:890',20,361.895874,143.523331,372.338806,135.54039,351.431946,136.208328,383.967957,138.649689,334.618958,140.170776,392.359314,181.86264,324.87027,182.900253,398.44516,190.551849,324.602234,194.572052,374.229919,169.740509,343.794586,171.039017,384.070129,325.467102,326.49115,325.862274,373.305664,436.01236,336.838135,432.191437,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1562,'2024/02/29 01:21:47:919',20,361.907288,143.553192,372.349701,135.523972,351.489014,136.167267,383.890503,138.202637,334.738342,139.384293,392.005432,181.62529,324.964905,182.873962,398.904572,190.400818,324.574646,194.739197,373.325958,168.884872,344.378357,171.330994,384.525116,325.160461,326.673645,325.606384,373.389709,435.5159,337.093964,431.125305,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1563,'2024/02/29 01:21:47:942',20,361.836578,143.651932,372.409332,135.691513,351.579102,136.31218,383.744629,138.448395,334.50531,139.343582,391.880188,179.088715,325.488861,181.537201,398.739136,190.656158,323.865723,196.090973,372.065704,166.786652,347.076477,172.503662,384.41272,325.020264,326.860962,325.146179,373.399841,435.692932,336.93866,430.753754,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1564,'2024/02/29 01:21:47:989',20,361.501587,143.53978,372.372467,135.640121,351.455933,136.300339,383.773865,138.952728,333.869781,138.916428,392.241394,179.203201,325.163544,182.324524,398.970673,190.320343,323.912415,194.769455,372.740173,166.845367,344.616211,171.926102,384.320068,325.235352,326.538574,325.651245,373.355865,436.187042,337.033386,431.10318,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1565,'2024/02/29 01:21:48:012',20,361.747742,143.739563,372.450562,135.654022,351.470001,136.137772,384.152893,138.253418,334.011108,139.074585,392.958435,178.398453,325.577728,182.590485,399.545929,190.525299,324.291443,193.770386,372.528839,167.398804,345.707123,172.375946,384.151459,325.548248,326.442871,325.521088,373.751709,436.456848,336.901672,431.103577,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1566,'2024/02/29 01:21:48:053',20,361.757538,143.729553,372.50708,135.678345,351.419006,136.372498,384.592773,138.812378,334.591705,139.706558,393.580383,179.172684,325.45166,182.34758,399.68634,190.762939,324.810791,193.511475,373.283264,168.184433,346.687012,173.066742,384.281738,325.359192,326.486084,325.534302,373.898926,436.400146,337.080444,430.943054,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1567,'2024/02/29 01:21:48:082',20,361.61322,143.700485,372.451324,135.659637,351.434174,136.252579,384.660583,138.893509,334.063538,139.682724,393.748291,179.341476,325.346069,181.969559,399.473022,190.645523,325.324158,194.336243,374.395447,170.179733,346.19809,172.953125,384.539032,325.106476,326.74469,325.626343,373.673553,436.209381,337.500336,431.597382,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1568,'2024/02/29 01:21:48:105',20,361.667328,143.664581,372.451324,135.568314,351.425934,136.010056,384.621246,139.061737,334.513611,139.606018,394.693054,178.856049,325.105774,181.152588,399.457367,190.949188,324.332947,196.643829,374.161407,170.626114,345.285675,174.642929,384.8255,324.802643,327.123138,325.295654,374.222687,435.884369,337.319092,431.035278,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1569,'2024/02/29 01:21:48:151',20,361.619507,143.775528,372.455566,135.668045,351.407898,136.272247,384.770264,139.123596,334.358368,139.627655,394.590118,178.941589,325.013458,181.214966,399.487671,191.048752,324.055603,195.27803,373.84729,170.394165,346.003113,174.743896,385.145264,324.629822,327.264221,325.121643,373.937439,436.342438,337.19632,431.980164,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1570,'2024/02/29 01:21:48:192',20,361.648407,143.794495,372.467682,135.652649,351.440399,136.181656,384.868896,139.029358,334.169556,139.614883,394.344818,179.23587,324.709717,181.503586,399.346954,191.136307,324.163666,195.069748,373.979645,170.433533,344.983948,174.659332,385.099457,324.900146,327.031067,325.400208,374.124878,436.468781,336.862793,432.266998,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1571,'2024/02/29 01:21:48:215',20,361.768524,143.906418,372.467072,135.579727,351.429413,136.236588,385.051514,139.146973,334.25769,139.263382,394.914581,178.927521,324.728851,181.339752,399.329773,191.46521,323.618408,194.985229,374.015076,170.475433,344.639557,174.886154,384.71225,324.960266,326.978149,325.379181,374.130585,435.661652,336.935791,431.06601,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1572,'2024/02/29 01:21:48:250',20,361.853912,143.844131,372.443848,135.534149,351.437866,136.201797,384.695618,138.700958,334.089935,139.06308,394.694672,178.497482,324.629333,181.329636,399.447662,191.592041,323.044312,195.131546,373.881104,169.864716,344.644592,175.045853,384.843903,324.865479,326.884766,325.357269,374.127502,435.872162,337.257385,431.999542,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1573,'2024/02/29 01:21:48:284',20,361.558411,143.716507,372.441742,135.531235,351.382874,136.11557,385.060547,138.463409,333.945648,139.186081,394.461395,179.031891,324.326843,180.84491,399.032257,191.238892,323.654358,194.730286,373.062439,170.589874,345.297211,174.780869,384.839844,324.587219,326.866638,324.803253,374.264587,435.828613,337.283905,431.931915,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1574,'2024/02/29 01:21:48:308',20,361.56488,143.819611,372.462799,135.612152,351.370209,136.334259,384.940857,139.142532,333.821655,139.037216,394.083557,179.842468,324.340027,181.556458,399.442017,190.999664,323.275604,194.220718,372.779572,170.391373,344.419281,174.765015,385.261353,324.497925,327.099731,324.806335,374.38916,435.483154,337.231812,430.76059,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1575,'2024/02/29 01:21:48:372',20,361.423157,143.644745,372.461182,135.621353,351.392517,136.309601,384.973389,138.81958,333.890656,139.139557,394.125488,179.923843,324.51297,182.070801,399.248657,190.730316,324.200195,194.542984,372.77301,171.050201,343.610718,174.255096,385.203125,324.792877,326.746094,325.177643,374.182495,436.023376,337.372131,431.690002,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1576,'2024/02/29 01:21:48:407',20,361.651337,143.697449,372.470032,135.566055,351.46283,136.346909,384.717163,138.448471,334.218292,139.330841,394.489441,179.266724,324.590454,182.06073,399.008514,190.45636,323.513916,193.47934,372.702515,171.794464,343.170654,174.376038,384.732788,324.849213,326.489014,325.296509,374.150452,436.32782,337.297302,431.932312,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1577,'2024/02/29 01:21:48:441',20,361.484344,143.488144,372.422516,135.544968,351.550293,136.128677,384.593079,137.915329,334.796478,139.208557,395.747192,178.47757,324.350616,181.456085,398.72583,190.299164,322.434448,195.720383,373.469116,172.414078,342.612915,175.503555,384.766998,324.666016,326.502655,325.212555,374.083801,436.442291,337.610413,431.707428,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1578,'2024/02/29 01:21:48:471',20,361.414917,143.46434,372.432587,135.532089,351.568726,136.118652,384.960815,138.302505,334.534027,139.310104,395.305328,178.426498,324.460999,181.538422,398.694733,190.414581,322.485168,195.256744,373.329285,172.825867,342.523682,174.50238,384.434692,324.497101,326.709259,324.582397,374.001953,436.276031,337.109619,430.232727,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1579,'2024/02/29 01:21:48:500',20,361.438782,143.496841,372.399139,135.451416,351.550903,136.12204,384.631287,137.962357,334.620239,139.344833,395.237854,178.116852,324.450684,181.415573,398.665466,190.398849,321.544189,196.13414,373.264648,173.039505,341.935577,174.671402,384.27536,324.318848,326.639404,324.388641,374.030823,436.12326,337.188721,429.824829,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1580,'2024/02/29 01:21:48:511',20,361.523712,143.534546,372.379272,135.588165,351.504974,136.307693,384.332245,137.762665,334.490234,139.567169,395.359802,178.735687,324.657349,182.040909,398.174866,190.547852,321.239319,195.756088,373.062286,173.173248,342.294159,175.468796,384.637177,324.409088,326.743958,324.48645,374.059509,436.178497,337.178162,430.214935,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1581,'2024/02/29 01:21:48:552',20,361.411163,143.534775,372.359344,135.590485,351.438232,136.274673,384.089996,137.609314,334.36734,139.340057,395.090332,178.660675,324.685516,181.983231,398.055542,190.73793,321.049042,196.141403,373.180054,172.598816,341.709045,175.218826,384.302704,324.684753,326.62204,324.8573,373.654053,436.503174,337.410767,431.378174,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1582,'2024/02/29 01:21:48:586',20,361.491669,143.513916,372.374847,135.560593,351.375854,136.32608,383.962677,137.664978,334.4245,139.495926,395.371765,178.359207,324.415039,181.600143,397.804688,190.677399,320.69931,195.53067,374.028656,173.748001,341.505585,175.596939,384.062134,324.279877,326.737,324.514191,373.781464,436.376648,337.263855,431.287994,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1583,'2024/02/29 01:21:48:615',20,361.353424,143.662521,372.364349,135.736603,351.351288,136.218796,383.762543,137.850037,334.303467,139.11232,395.615662,177.843567,324.604645,180.809158,397.46637,190.918457,320.556946,195.820831,373.802429,172.793304,342.090302,175.820358,384.309143,324.265991,326.487061,324.345276,373.537537,436.367188,337.294617,432.010254,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1584,'2024/02/29 01:21:48:650',20,361.353516,143.684235,372.313263,135.704758,351.353882,136.236938,383.623383,137.948975,334.181396,138.698135,394.798706,178.100113,324.455383,181.613983,397.94165,191.0392,320.704102,195.721207,372.98233,173.11203,341.911804,175.432983,383.808044,324.715485,326.251862,325.098572,373.661865,435.951233,336.953308,432.133636,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1585,'2024/02/29 01:21:48:685',20,361.396942,143.743118,372.279175,135.775787,351.36319,136.421234,383.688629,137.936691,334.145264,139.167709,395.243683,177.90361,324.395386,181.897827,397.823975,191.199738,321.418396,196.457001,372.664215,172.970673,343.490845,174.941025,384.338135,324.674255,326.314514,325.141357,374.10907,436.278198,336.793976,431.986511,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1586,'2024/02/29 01:21:48:708',20,361.59845,143.805634,372.264893,135.670746,351.41687,136.478027,383.51181,137.652161,334.041992,138.655823,394.359253,177.308807,324.284058,181.585526,397.978546,191.171173,321.219452,196.299042,372.990387,172.55069,343.436005,175.126511,384.387451,324.612976,326.238861,325.079285,373.673401,436.270142,336.789307,432.724152,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1587,'2024/02/29 01:21:48:749',20,361.481567,143.854858,372.284424,135.761139,351.303528,136.506042,383.391968,137.803802,333.946899,138.658615,394.1521,177.390457,324.166626,181.726166,397.93103,191.053452,321.005096,195.881714,372.036163,172.063522,343.289825,175.221466,384.408447,324.485107,326.311676,324.903656,373.472443,435.323395,336.823181,432.073853,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1588,'2024/02/29 01:21:48:778',20,361.547089,143.833527,372.263519,135.65506,351.34729,136.358932,383.261566,137.818481,333.853424,138.830048,394.316437,177.301361,323.99115,181.025024,397.863037,191.163849,321.249969,196.402267,372.659241,172.203995,343.303528,175.776276,383.941223,324.399628,326.480377,324.769623,373.29541,432.792236,337.024963,431.846008,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1589,'2024/02/29 01:21:48:807',20,361.445251,143.87529,372.223938,135.783813,351.171112,136.517776,383.310822,137.921448,333.985596,138.569702,394.580261,177.862473,323.97049,180.83316,397.443878,191.122223,320.703308,195.613861,372.066284,171.866516,343.122437,175.842987,384.016602,324.334351,326.092468,324.394318,373.22583,432.718933,336.927826,431.484558,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1590,'2024/02/29 01:21:48:848',20,361.253296,143.808685,372.251587,135.746155,351.179657,136.490158,383.412292,137.920197,333.984711,138.405594,394.546997,177.888168,324.141479,181.608978,397.462585,191.658844,321.406891,195.674225,371.77121,170.800659,343.874237,175.581894,383.770874,324.540192,325.937622,324.844788,373.275879,432.890015,336.85376,431.884186,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1591,'2024/02/29 01:21:48:878',20,361.214783,143.746429,372.221008,135.674118,351.142944,136.326691,383.473541,137.901962,334.038727,138.428619,394.474823,177.933258,323.995392,181.139145,397.238831,191.335312,321.098389,195.45639,372.364532,171.313416,343.569641,175.737625,383.77597,324.379059,325.984131,324.820862,373.496521,432.883057,336.772644,431.456848,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1592,'2024/02/29 01:21:48:909',20,361.237305,143.792526,372.263245,135.74054,351.116791,136.374008,383.294617,138.28183,333.953491,138.884247,393.112061,178.385178,324.329468,181.52092,397.271667,191.72905,320.907654,195.606247,372.459961,171.891434,343.729553,175.580917,383.714752,324.302032,325.859222,324.677368,373.48877,432.997955,336.694611,430.851288,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
1593,'2024/02/29 01:21:48:946',20,361.194763,143.806625,372.270874,135.799576,351.127991,136.361221,383.293213,138.360107,334.01474,138.809387,392.961578,178.607651,324.350891,181.765015,397.368835,191.57988,321.231934,195.892761,372.399139,172.450729,343.510132,175.529053,384.00946,324.142273,326.197571,324.514221,373.548035,432.122253,336.903839,430.396423,0,0,0,0,0.715022,0.361776,0.255229,0.833965,0.350648,0.146553
